Sentiment,Canto,FirstDerivative,SecondDerivative
0.1206595663723731,1.0,-0.04239211399295152,-0.03297543151364345
0.07826745237942158,2.0,-0.07536754550659497,0.06746014063929699
0.002899906872826605,3.0,-0.007907404867297978,-0.010703900730721217
-0.005007497994471373,4.0,-0.018611305598019195,0.12378516382480118
-0.023618803592490568,5.0,0.10517385822678198,-0.09012447288813331
0.08155505463429141,6.0,0.015049385338648663,-0.07852857684625827
0.09660443997294008,7.0,-0.06347919150760961,0.06055989559502743
0.03312524846533047,8.0,-0.002919295912582179,0.010418183541182575
0.030205952552748293,9.0,0.007498887628600397,-0.0008325825476139873
0.03770484018134869,10.0,0.006666305080986409,0.03587172320309563
0.0443711452623351,11.0,0.04253802828408204,-0.06205803600585312
0.08690917354641714,12.0,-0.01952000772177108,-0.056532199238577635
0.06738916582464606,13.0,-0.07605220696034871,0.0654684704092566
-0.00866304113570265,14.0,-0.010583736551092113,0.08836695696949953
-0.019246777686794763,15.0,0.07778322041840742,-0.13800940903069975
0.05853644273161265,16.0,-0.060226188612292335,0.07991114706796967
-0.0016897458806796788,17.0,0.019684958455677335,0.04766544526648543
0.017995212574997657,18.0,0.06735040372216276,-0.07687815665543205
0.08534561629716042,19.0,-0.009527752933269282,-0.04577264714953029
0.07581786336389114,20.0,-0.05530040008279957,0.051465585314092316
0.02051746328109157,21.0,-0.0038348147687072565,-0.042319186378304036
0.016682648512384313,22.0,-0.04615400114701129,0.08620857466119929
-0.029471352634626975,23.0,0.040054573514187994,-0.024537401365700963
0.010583220879561015,24.0,0.015517172148487031,-0.006189848893429373
0.026100393028048046,25.0,0.009327323255057657,-0.1347780924240898
0.035427716283105704,26.0,-0.12545076916903214,0.2180629599905345
-0.09002305288592642,27.0,0.09261219082150235,-0.04004673669651476
0.002589137935575927,28.0,0.05256545412498759,-0.06360921420929938
0.055154592060563515,29.0,-0.011043760084311793,0.0724389679995968
0.04411083197625172,30.0,0.06139520791528501,-0.2034544285336493
0.10550603989153673,31.0,-0.1420592206183643,0.20150411312997502
-0.03655318072682757,32.0,0.05944489251161074,-0.027602230880766507
0.022891711784783168,33.0,0.03184266163084423,0.0
0.0547343734156274,34.0,0.03184266163084423,0.0
