Sentiment,Canto,FirstDerivative,SecondDerivative
<<<<<<< Updated upstream
0.18212309624362946,1.0,-0.06148658492538418,0.07835309282021802
0.12063651131824528,2.0,0.016866507894833835,0.03126034834087853
0.13750301921307911,3.0,0.04812685623571236,-0.15148938517431965
0.18562987544879148,4.0,-0.10336252893860728,0.11020124429102209
0.08226734651018419,5.0,0.006838715352414801,0.035930593951335826
0.08910606186259899,6.0,0.04276930930375063,0.024947788767124543
0.13187537116634962,7.0,0.06771709807087517,-0.12237937015017847
0.1995924692372248,8.0,-0.0546622720793033,0.03566880948896181
0.1449301971579215,9.0,-0.018993462590341487,-0.050942467696545146
0.12593673456758,10.0,-0.06993593028688663,0.1693269721767838
0.056000804280693366,11.0,0.09939104188989717,-0.14900820332661496
0.15539184617059054,12.0,-0.04961716143671778,0.0927227133002812
0.10577468473387276,13.0,0.04310555186356342,-0.14142835270463588
0.14888023659743618,14.0,-0.09832280084107248,0.21572436011084078
0.050557435756363706,15.0,0.11740155926976831,-0.09418303667784766
0.167958995026132,16.0,0.023218522591920643,-0.05455288654348017
0.19117751761805266,17.0,-0.03133436395155953,0.11448373078262367
0.15984315366649313,18.0,0.08314936683106414,-0.20481738048466072
0.24299252049755726,19.0,-0.12166801365359659,0.08700081681728075
0.12132450684396068,20.0,-0.03466719683631583,0.04713666680772412
0.08665731000764484,21.0,0.012469469971408284,0.06723850426079553
0.09912677997905313,22.0,0.07970797423220381,-0.1397807945407072
0.17883475421125694,23.0,-0.06007282030850339,0.07044937414744759
0.11876193390275355,24.0,0.010376553838944202,-0.036447243218535
0.12913848774169776,25.0,-0.026070689379590797,0.09153912182845717
0.10306779836210696,26.0,0.06546843244886637,-0.12995524205287867
0.16853623081097333,27.0,-0.0644868096040123,0.1011364502943792
0.10404942120696102,28.0,0.0366496406903669,-0.10515068813957777
0.14069906189732792,29.0,-0.06850104744921087,0.12204536650492229
0.07219801444811705,30.0,0.053544319055711415,-0.09020551416218439
0.12574233350382846,31.0,-0.03666119510647298,0.02779277963183778
0.08908113839735549,32.0,-0.008868415474635197,0.0
0.08021272292272029,33.0,-0.008868415474635197,0.0
=======
0.2308693885603865,1.0,-0.07794382238812975,0.09932474795519894
0.15292556617225675,2.0,0.021380925567069192,0.039627360046574966
0.17430649173932594,3.0,0.06100828561364416,-0.1920363888487727
0.2353147773529701,4.0,-0.13102810323512853,0.13969724001412592
0.10428667411784157,5.0,0.008669136778997388,0.045547623707537316
0.11295581089683895,6.0,0.054216760486534704,0.03162520766116836
0.16717257138337366,7.0,0.08584196814770306,-0.15513491117667766
0.2530145395310767,8.0,-0.0692929430289746,0.04521577113084915
0.18372159650210212,9.0,-0.024077171898125443,-0.06457751164698869
0.15964442460397668,10.0,-0.08865468354511413,0.2146483084217996
0.07098974105886255,11.0,0.12599362487668547,-0.18889110443454096
0.19698336593554802,12.0,-0.06289747955785549,0.1175404798557764
0.13408588637769253,13.0,0.05464300029792091,-0.17928246327606634
0.18872888667561344,14.0,-0.12463946297814542,0.27346422361360756
0.06408942369746802,15.0,0.14882476063546213,-0.11939166716937322
0.21291418433293013,16.0,0.02943309346608891,-0.06915427982648284
0.24234727779901905,17.0,-0.03972118636039393,0.14512595860186378
0.20262609143862512,18.0,0.10540477224146985,-0.25963792827120735
0.30803086368009497,19.0,-0.1542331560297375,0.11028708492848494
0.15379770765035747,20.0,-0.043946071101252565,0.059753066300368224
0.1098516365491049,21.0,0.01580699519911566,0.08523527595664737
0.12565863174822056,22.0,0.10104227115576303,-0.1771939267105827
0.2267009029039836,23.0,-0.07615165555481967,0.08930555360274384
0.15054924734916392,24.0,0.013153898047924162,-0.04620255711729482
0.16370314539708808,25.0,-0.033048659069370656,0.11604009333127002
0.13065448632771742,26.0,0.08299143426189937,-0.16473850868881548
0.2136459205896168,27.0,-0.08174707442691612,0.12820620186138526
0.13189884616270067,28.0,0.046459127434469144,-0.1332948735124383
0.17835797359716982,29.0,-0.08683574607796914,0.15471150953818294
0.09152222751920068,30.0,0.0678757634602138,-0.11434953791659613
0.15939799097941448,31.0,-0.04647377445638233,0.03523167666451528
0.11292421652303215,32.0,-0.01124209779186705,0.0
0.1016821187311651,33.0,-0.01124209779186705,0.0
>>>>>>> Stashed changes
